city,lat,lon,start,lost,liberated,changes,theatre,anchor,fronts,source,note
Медвежьегорск,62.9153,34.4614,empire,1941-12-05,1944-06-23,,СССР,yes,КарФ; Свирско-Петрозаводская операция,"library.karelia.ru: Хроника Петрозаводска (и Карелии); «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Мелитополь,46.8489,35.3650,empire,1941-10-06,1943-10-23,,СССР,yes,4 УФ; Мелитопольская операция,"общая хроника Донбасской операции 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Миллерово,48.9291,40.3971,empire,1942-07-15,1943-01-17,,СССР,yes,ЮЗФ; наступление на ворошиловградском направлении,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Минск,53.9006,27.5590,empire,1941-06-28,1944-07-03,,СССР,yes,"3 БФ, 2 БФ, 1 БФ; Минская операция","Белостокско-Минское сражение — ru.wikipedia.org; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Могилёв,53.9007,30.3313,empire,1941-07-26,1944-06-28,,СССР,yes,2 БФ; Могилёвская операция,"pamyat-naroda.ru: Смоленское оборонительное сражение; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",оборона на Буйничском поле до 26.07 после окружения 14.07
Могилёв-Подольский,48.4447,27.8022,empire,1941-07-19,1944-03-19,,СССР,yes,2 УФ; Уманско-Ботошанская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Можайск,55.5064,36.0165,empire,1941-10-18,1942-01-20,,СССР,yes,ЗапФ; Ржевско-Вяземская операция,"общая хроника Можайско-Малоярославецкой операции 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Моздок,43.7455,44.6552,empire,1942-08-25,1943-01-03,,СССР,yes,ЗакФ (Северная группа войск); Северо-Кавказская операция,"ru.wikipedia.org: Битва за Кавказ (1942-1943); «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Мозырь,52.0500,29.2500,empire,1941-08-22,1944-01-14,,СССР,yes,БФ (Белорусский фронт); Калинковичско-Мозырская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Молодечно,54.3153,26.8519,empire,1941-06-25,1944-07-05,,СССР,yes,3 БФ; Вильнюсская операция,"общая хроника обороны Белоруссии 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Морозовск,48.3500,41.8256,empire,1942-07-19,1943-01-05,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Мценск,53.2833,36.5667,empire,1941-10-11,1943-07-20,,СССР,yes,БрФ; Орловская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Нальчик,43.4849,43.6070,empire,1942-10-28,1943-01-04,,СССР,yes,ЗакФ (Северная группа войск); Северо-Кавказская операция,"ru.wikipedia.org: Битва за Кавказ (1942-1943); «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",встречается также дата 27.10
Нарва,59.3733,28.1903,empire,1941-08-17,1944-07-26,,СССР,yes,"ЛенФ, силы КБФ; Нарвская операция","общая хроника обороны Эстонии 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Наро-Фоминск,55.3833,36.7333,empire,1941-12-01,1941-12-26,,СССР,yes,,"nfreg.ru: Наро-Фоминская оборонительная операция; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/","занята частично зап. часть города, отбита к 04.12.1941"
Невель,56.0181,29.9184,empire,1941-07-15,1943-10-06,,СССР,yes,КалФ; Невельская операция,"общая хроника Смоленского сражения 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Никель,69.4100,30.2200,empire,1941-06-29,1944-10-22,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",Колосйоки: никелевые рудники Петсамо
Николаев,46.9750,31.9946,empire,1941-08-16,1944-03-28,,СССР,yes,"3 УФ, силы ЧФ; Одесская операция","общая хроника обороны Николаева 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Никополь,47.5734,34.3936,empire,1941-08-17,1944-02-08,,СССР,yes,"3 УФ, 4 УФ; Никопольско-Криворожская операция","«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Новгород,58.5215,31.2755,empire,1941-08-19,1944-01-20,,СССР,yes,ВолхФ; Новгородско-Лужская операция,"общеизвестная хроника обороны Ленинграда 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Новоград-Волынский,50.5928,27.6222,empire,1941-07-07,1944-01-03,,СССР,yes,,"общая хроника Киевской оборонительной операции 1941; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Новороссийск,44.7235,37.7686,empire,1942-09-10,1943-09-16,,СССР,yes,"СКФ, силы ЧФ; Новороссийско-Таманская операция","ru.wikipedia.org: Битва за Кавказ (1942-1943); «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",занята большая часть города; порт и юго-вост. окраины (Малая земля с 02.1943) остались за РККА; город был захвачен частично (не полностью оккупирован)
Обоянь,51.2064,36.2649,empire,1941-10-25,1943-02-18,,СССР,yes,ВорФ; Харьковская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Овруч,51.3167,28.8000,empire,1941-08-22,1943-11-18,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Одесса,46.4825,30.7233,empire,1941-10-16,1944-04-10,,СССР,yes,3 УФ; Одесская операция,"общеизвестная хроника обороны Одессы 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/","осада с 08.08.1941, эвакуация гарнизона завершена к 16.10"
Олонец,61.0000,32.9667,empire,1941-09-05,1944-06-25,,СССР,yes,КарФ; Свирско-Петрозаводская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Орша,54.5081,30.4172,empire,1941-07-16,1944-06-27,,СССР,yes,3 БФ; Витебско-Оршанская операция,"общая хроника Смоленского сражения 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",дата ориентировочная
Орёл,52.9700,36.0693,empire,1941-10-03,1943-08-05,,СССР,yes,БрФ; Орловская операция,"общеизвестная хроника Орловско-Брянской операции 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Осиповичи,53.3000,28.6333,empire,1941-06-30,1944-06-28,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Остров,57.3392,28.3475,empire,1941-07-04,1944-07-21,,СССР,yes,,"общая хроника Псковского направления 1941; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Острогожск,50.8667,39.0667,empire,1942-07-05,1943-01-20,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Очаков,46.6167,31.5500,empire,1941-09-16,1944-03-30,,СССР,yes,"3 УФ, силы ЧФ; Одесская операция","«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Павлоград,48.5350,35.8700,empire,1941-10-04,1943-09-18,1941-10-04:foreign;1943-02-17:empire;1943-02-22:foreign;1943-09-18:empire,СССР,yes,ЮЗФ; Ворошиловградская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф","город вновь занят противником после освобождения; повторно занят немцами в феврале 1943 г. (контрудар под Харьковом), окончательно освобождён в сентябре 1943 г."
Паневежис,55.7333,24.3500,empire,1941-06-26,1944-07-22,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Первомайск,48.0464,30.8508,empire,1941-08-01,1944-03-22,,СССР,yes,2 УФ; Уманско-Ботошанская операция,"общая хроника Уманской операции 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",Николаевская область
Петергоф,59.8858,29.9086,empire,1941-09-23,1944-01-19,,СССР,yes,,"общая хроника обороны Ленинграда 1941; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Петрозаводск,61.7849,34.3469,empire,1941-10-01,1944-06-28,,СССР,yes,"КарФ, Онежская военная флотилия; Свирско-Петрозаводская операция","library.karelia.ru: Хроника Петрозаводска (и Карелии); «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Печенга (Петсамо),69.5486,31.1706,empire,1941-06-29,1944-10-15,,СССР,yes,"КарФ, силы СФ; Петсамо-Киркенесская операция","«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф","оккупационной даты нет: территория отошла к СССР по итогам войны, до этого финская; по Московскому миру 1940 г. Петсамо возвращалось Финляндии, но контур источника (CShapes) отдаёт его СССР уже с 12.03.1940 - ошибка источника, см. README, ограничение 16"
Пинск,52.1114,26.0975,empire,1941-07-04,1944-07-14,,СССР,yes,"1 БФ, Днепровская военная флотилия; наступление на барановичско-брестском направлении","общая хроника обороны Белоруссии 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Питкяранта,61.5772,31.4783,empire,1941-09-10,1944-07-10,,СССР,yes,КарФ; Свирско-Петрозаводская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Полоцк,55.4842,28.7975,empire,1941-07-16,1944-07-04,,СССР,yes,1 ПрибФ; Полоцкая операция,"общая хроника обороны Полоцкого УРа 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",держался с начала июля
Полтава,49.5883,34.5514,empire,1941-09-18,1943-09-23,,СССР,yes,"СтепФ, ВорФ; наступление на киевском и полтавско-кременчугском направлениях","общая хроника Киевской оборонительной операции 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Поросозеро,62.7200,32.7200,empire,1941-07-20,1944-07-21,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Прилуки,50.5942,32.3903,empire,1941-09-18,1943-09-18,,СССР,yes,"ЦФ, ВорФ; Черниговско-Припятская операция и наступление на киевском направлении","«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Проскуров (Хмельницкий),49.4229,26.9871,empire,1941-07-08,1944-03-25,,СССР,yes,1 УФ; Проскуровско-Черновицкая операция,"общая хроника Киевской оборонительной операции 1941; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",дата ориентировочная
Прохладный,43.7500,44.0333,empire,1942-08-25,1943-01-05,,СССР,yes,ЗакФ (Северная группа войск); Северо-Кавказская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Псков,57.8194,28.3319,empire,1941-07-09,1944-07-23,,СССР,yes,3 ПрибФ; Псковско-Островская операция,"ru.wikipedia.org: Оккупация Пскова (1941-1944); «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Путивль,51.3350,33.8664,empire,1941-09-10,1943-09-02,,СССР,yes,ЦФ; Черниговско-Припятская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Пушкин (Царское Село),59.7156,30.3959,empire,1941-09-17,1944-01-24,,СССР,yes,,"общая хроника обороны Ленинграда 1941; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Пыталово,57.0667,27.9333,empire,1941-07-04,1944-07-22,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Пярну,58.3859,24.4971,empire,1941-07-08,1944-09-23,,СССР,yes,ЛенФ; Таллинская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Пятигорск,44.0406,43.0658,empire,1942-08-09,1943-01-11,,СССР,yes,ЗакФ (Северная группа войск); Северо-Кавказская операция,"world-war.ru / stapravda.ru: оборона и оккупация Пятигорска; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",танки вошли в город в середине дня 09.08.1942
Раздельная,46.8433,30.0803,empire,1941-08-08,1944-04-04,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Раквере,59.3467,26.3600,empire,1941-08-17,1944-09-20,,СССР,yes,ЛенФ; Таллинская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Раякоски,68.9000,28.9000,empire,1941-06-29,1944-10-20,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",коридор Петсамо; контур источника отдаёт этот участок СССР с 1940 г.
Реболы,63.8300,30.8000,empire,1941-07-24,1944-09-19,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Резекне,56.5097,27.3319,empire,1941-07-03,1944-07-27,,СССР,yes,2 ПрибФ; Режицко-Двинская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",
Речица,52.3667,30.4000,empire,1941-08-23,1943-11-18,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Ржев,56.2593,34.3247,empire,1941-10-14,1943-03-03,,СССР,yes,КалФ/ЗапФ; Ржевско-Вяземская операция,"«Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оциф",Ржевский выступ: вермахт оставил его в марте 1943 г. (операция «Бюффель»)
Рига,56.9496,24.1052,empire,1941-07-01,1944-10-13,,СССР,yes,"3 ПрибФ, 2 ПрибФ; Рижская операция","общеизвестная хроника Барбароссы; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/","восточная часть города; западная часть города, полное освобождение"
Ровно,50.6199,26.2516,empire,1941-06-28,1944-02-02,,СССР,yes,1 УФ; Ровно-Луцкая операция,"history-map.world: Сражение в районе Дубно-Луцк-Броды; «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Рославль,53.9497,32.8586,empire,1941-08-03,1943-09-25,,СССР,yes,,"общая хроника Смоленского сражения 1941; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Россошь,50.2000,39.5667,empire,1942-07-07,1943-01-16,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Ростов-на-Дону,47.2357,39.7015,empire,1941-11-21,1943-02-14,1941-11-21:foreign;1941-11-29:empire;1942-07-23:foreign;1943-02-14:empire,СССР,yes,"ЮФ, ЗакФ; Ростовская операция","общеизвестная хроника Ростовской операции 1941; ru.wikipedia.org: Битва за Кавказ (1942-1943); «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/","первый крупный контрудар РККА, освобождён через 8 дней; встречается также дата 24.07; первое освобождение; город вновь занят противником после освобождения; повторно занят немцами в июле 1942 г., окончательно освобождён в феврале 1943 г."
Ругозеро,63.8500,32.7700,empire,1941-09-11,1944-09-19,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",фронт Рукаярви: дальше на восток финны не продвинулись
Рыльск,51.5667,34.6833,empire,1941-10-05,1943-08-31,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Салдус,56.6667,22.4833,empire,1941-06-30,1945-05-08,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",Курляндский котёл
Сальск,46.4711,41.5417,empire,1942-07-31,1943-01-22,,СССР,yes,,"общая хроника Битвы за Кавказ 1942; хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Самбор,49.5167,23.2000,empire,1941-06-29,1944-08-07,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
Сарны,51.3333,26.6000,empire,1941-07-05,1944-01-11,,СССР,yes,,"хроники операций и справочная литература; освобождение сверено с «Освобождение городов: Справочник по освобождению городов в период Великой Отечественной войны 1941-1945» (М.: Воениздат, 1985), раздел «СССР»; оцифровка militera.lib.ru/enc/liberation/",
