city,lat,lon,start,start_day,end_day,changes,theatre,anchor,source,note
Ровно,51.2074,26.5208,foreign,1920-07-01,1920-11-16,1920-07-04:empire;1920-09-18:foreign,волынь,yes,"Директивы Главкома (1969, файл baltia1917_direktivy_glavkoma_krasnoy_armii_1969_djvu.txt): план 1.07.1920 №3961/оп (Ровно ещё не взято, обход намечен), докладная 2.07.1920 №511/сек (срок выхода на линию Сарны-Ровно-Проскуров-Каменец-Подольск — 3.07), директива 2.08.1920 №1138/ш (удержание Ровно уже идёт); pl.wikipedia «Bitwa pod Równem (VII 1920)» (raw wikitext, volyn1920_pl_bitwa_pod_rownem_wikitext.txt): «3 Dywizja Piechoty Legionów nocą z 4 na 5 lipca odeszła» [прим.28] (взято Будённым в ночь на 5.07), «9 lipca o świcie... opanowano miasto» [38] (кратковременный польский реванш), «10 lipca wszystkie oddziały 2 Armii rozpoczęły odwrót za Styr» [45]; pl.wikipedia «Bitwa wołyńsko-podolska» (raw wikitext, volyn1920_pl_bitwa_wolynsko_podolska_wikitext.txt): «18 września Korpus Jazdy płk. Rómmla zdobył Równe i Zdołbunów» (Nowak 2010 s.228), «W tym dniu Polacy opanowali Równe» (Tarczyński 2014 s.1247); один вторичный агрегатор называет 19.09 вместо 18.09","04.07.1920 ПОДТВЕРЖДЕНО вторичной лит-рой со сноской на первоисточник (дата из задания куратора совпала); ночь 8-9.07 польский краткий реванш (менее суток) — НЕ считается отдельной сменой контроля, аналогично Ostrów-Mazowiecki в польском файле; 18.09.1920 ПОДТВЕРЖДЕНО дважды независимо со сносками (Nowak, Tarczyński); вариант 19.09 у одного агрегатора — расхождение на день | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Дубно,50.4188,25.7456,foreign,1920-07-01,1920-11-16,1920-07-08:empire;1920-09-18:foreign,волынь,yes,"Директивы Главкома: план 2.07.1920 №511/сек («по овладении Ровно... захват переправ в районе Дубно-Луцк», 4-5 дней на паузу — считать от 4.07); директива 2.08.1920 №1138/ш об удержании Ровно-Дубно-Кременца (уже наши); 15.08.1920 №4802/оп — Дубно уже глубокий тыл (разгранлиния фронтов); pl.wikipedia «Bitwa wołyńsko-podolska»: «Tego dnia [18 września] 35 pułk piechoty z grupy ppłk. Wolikowskiego doszedł pod Dubno», отдельно — «rankiem, w walce na bagnety, opanował miasto» (Tarczyński 2014 s.1247)","08.07.1920 — БРАКЕТИРОВАНО документами (после Ровно 4.07 + 4-5 дней паузы по плану №511/сек; к 2.08 город уже держим) — точного дня документ не называет; 18.09.1920 ПОДТВЕРЖДЕНО вторичной лит-рой со сноской (Tarczyński 2014), штурм на штыки утром | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Кременец,50.0961,25.7261,foreign,1920-07-01,1920-11-16,1920-07-07:empire;1920-07-09:foreign;1920-07-21:empire;1920-09-26:foreign,волынь,yes,"pl.wikipedia «Bitwa pod Krzemieńcem» (raw wikitext, volyn1920_pl_bitwa_pod_krzemiencem_wikitext.txt): «Nocą z 8 na 9 lipca Krzemieniec został obsadzony przez 40 pułk piechoty» группы ген. Шиманьского, отбив город у «Brygada Kawalerii Kotowskiego», занявшей его двумя днями раньше (то есть 6-7.07); 11.07 днём советская контратака (Котовский + 135-я бригада 45-й дивизии) отбита к 23:00; 12.07 утром польская внезапная атака уничтожает спящую 136-ю бригаду; но «O 20.30 [21 lipca] gen. Szymański wydał rozkaz opuszczenia stanowisk» из-за угрозы тылу конницей противника — поляки уходят; директива Главкома 2.08.1920 №1138/ш об удержании Ровно-Дубно-Кременца подтверждает, что к этой дате город уже наш; pl.wikipedia «Bitwa wołyńsko-podolska»: Кременец назван целью 13-й ПД сразу после взятия Ровно 18.09 и форсирования Горыни 25.09 (Tarczyński 2014 s.1257)","07.07.1920 (Котовский) — ОЦЕНКА («двумя днями раньше» 9.07, точный день не назван впрямую); 09.07.1920 (полки ген. Шиманьского) ПОДТВЕРЖДЕНО дословно вторичной лит-рой (отдельная статья, точный час и номер полка); 21.07.1920 (уход поляков, значит новый переход к красным) ПОДТВЕРЖДЕНО дословно вторичной лит-рой (точное время 20:30, причина — угроза тылу); между 9 и 21 июля город удерживался поляками почти две недели, это НЕ краткий рейд, а полноценная смена контроля, поэтому внесена отдельной строкой; 26.09.1920 — ОЦЕНКА по контексту (та же логика, что и раньше, отдельного документа для конкретного дня не найдено) | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Луцк,50.7451,25.3201,foreign,1920-07-01,1920-11-16,1920-07-08:empire;1920-09-16:foreign,волынь,yes,"Директивы Главкома, план 1.07.1920 №3961/оп и 2.07.1920 №511/сек (Луцк — цель сразу после Ровно, в одной группе с Дубно); pl.wikipedia «Bitwa wołyńsko-podolska»: «16 września, działający na styku sowieckich 12 i 14 Armii Korpus Jazdy płk. Juliusza Rómmla, przy słabym oporze przeciwnika, sforsował Styr na południe od Łucka i ruszył na Równe» (Odziemkowski 2004 s.184); один вторичный агрегатор (WebSearch): «17 сентября польские войска заняли Луцк»","08.07.1920 — БРАКЕТИРОВАНО (та же логика, что и Дубно — цель сразу после Ровно 4.07, пауза 4-5 дней); 16.09.1920 подтверждено вторичной лит-рой со сноской (Odziemkowski) — корпус Роммеля форсирует Стырь южнее Луцка тем же днём; расхождение на день с другим агрегатором (17.09), в CSV взята дата с прямой сноской | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Ковель,51.2121,24.7089,foreign,1920-07-01,1920-11-16,1920-08-04:empire;1920-09-13:foreign,волынь,yes,"Директивы Главкома: директива 20.07.1920 №4315/оп («12 армии... продолжать продвижение на фронте Ковель-Владимир-Волынск» — ещё цель), директива 21/23.07.1920 №4343/оп («к 4 августа овладеть районом Ковель-Владимир-Волынский» — срок); pl.wikipedia «Bitwa wołyńsko-podolska»: начало операции 10.09.1920, «O 12:00 13 września nastąpiło spotkanie oddziału mjr. Bochenka z czołówkami sił głównych» (Tarczyński 2014 s.1239; Nowak 2010 s.215)","04.08.1920 — БРАКЕТИРОВАНО документом (20-23.07 ещё цель со сроком «к 4 августа», точный день взятия отдельно не назван, использован срок директивы); 13.09.1920 ПОДТВЕРЖДЕНО дважды независимо со сносками (Tarczyński, Nowak) — моторизованная группа майора Боченека | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Владимир-Волынский,50.8475,24.3193,foreign,1920-07-01,1920-11-16,1920-08-04:empire;1920-09-13:foreign,волынь,yes,"Директивы Главкома, та же директива 21/23.07.1920 №4343/оп (срок «к 4 августа» для Ковеля и Владимира-Волынского вместе); 15.08.1920 разговор Каменева с Тухачевским — Конармию планируют сосредоточить «примерно в районе Владимир-Волынский» (уже тыл); WebSearch-агрегатор: отход Конармии после Замостья к Владимиру-Волынскому 6.09.1920 (город ещё наш); pl.wikipedia «Bitwa wołyńsko-podolska»: «Jeszcze w tym samym dniu [13 września] Włodzimierz Wołyński został zdobyty» под командованием ген. Nowotny (Tarczyński 2014 s.1239; Nowak 2010 s.215)","04.08.1920 — БРАКЕТИРОВАНО документом (тот же срок, что и Ковель); подтверждается косвенно (15.08 город уже тыловой район) и вторичным агрегатором (6.09 город ещё наш, через него отступает Конармия); 13.09.1920 ПОДТВЕРЖДЕНО дважды со сноской, тот же день, что и Ковель | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Любомль,51.2235,24.0316,foreign,1920-07-01,1920-11-16,1920-08-03:empire;1920-09-14:foreign,волынь,yes,"shtetlroutes.eu «Luboml - Karta Dziedzictwa Kulturowego» (скачано volyn1920_shtetlroutes_luboml.html): «Na początku sierpnia 1920 r. oddziały 25 Dywizji Strzeleckiej im. Czapajewa zajęły Luboml» (создан ревком на 4 волости), «Połowa września 1920 r. – powrót wojsk polskich do miasta»","03.08.1920 — ОЦЕНКА (первоисточник вскрыт и скачан, но даёт только «начало августа» без точного дня); 14.09.1920 — ОЦЕНКА (источник даёт только «середина сентября»; день подобран между Ковелем/Владимиром-Волынским 13.09 и Луцком 16.09, географически Любомль между ними) | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Сарны,51.3350,26.6171,foreign,1920-07-01,1920-11-16,1920-07-07:empire;1920-09-28:foreign,волынь,yes,"Директивы Главкома: директива 22.06.1920 №3738/оп («сарненское направление, как менее важное, решить наименьшими силами» — ещё цель), директива 3.08.1920 №4578/оп («связь со штармом 12... через Лунинец на Сарны и Ровно», «штарм 12 в Сарны» — уже тыл); pl.wikipedia отдельная статья «Bój pod Sarnami» (raw wikitext, volyn1920_pl_boj_pod_sarnami_wikitext.txt), инфобокс: «czas = 26–28 września 1920», «dowódca1 = Józef Jaklicz», «siły1 = 25 pułk piechoty», «wynik = zwycięstwo Polaków», «straty1 = 20 zabitych, 43 rannych» — со сносками на Przybylski 1930, Piłsudski/Tuchaczewski 1989 и др.","07.07.1920 — ОЦЕНКА (документ бракетирует широко: 22.06 ещё цель, 3.08 уже глубокий тыл со штабом армии; дата взята по аналогии с темпом взятия Ровно 4.07 и Острога 5.07, оба соседних узла); 28.09.1920 ПОДТВЕРЖДЕНО вторичной лит-рой со сноской — отдельная статья с инфобоксом «26-28 сентября», финальный день боя 28.09 взят как дата смены контроля, командир (майор Юзеф Яклич, тот же, что форсировал Горынь 25.09 у Кременца) и потери названы поимённо | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Острог,50.3290,26.5204,foreign,1920-07-01,1920-11-16,1920-07-05:empire;1920-09-26:foreign,волынь,yes,"pl.wikipedia «Bitwa pod Ostrogiem» (raw wikitext): «Około 13.00 [7 lipca] oddziały sowieckiej 14 Dywizji Kawalerii [Budionnego]» — то есть к 7.07 город уже наш (14-я кавдивизия Будённого atakuje POLSKIE part, вошедшие туда утром того же дня); «O świcie 7 lipca 1920 Grupa Operacyjna płk. Franciszka Krajowskiego dotarła do Ostroga i zajęła go prawie bez walki» — краткий польский рейд, отбит тем же вечером, поляки ушли к полудню 8.07; pl.wikipedia «Bitwa wołyńsko-podolska»: Острог назван целью 13-й ПД сразу после взятия Ровно 18.09 (Tarczyński 2014 s.1257), рядом — форсирование Горыни 25.09","05.07.1920 — ОЦЕНКА/БРАКЕТИРОВАНО (документ о бое 7.07 прямо показывает, что к утру этого дня город УЖЕ был наш — краткий польский рейд 7-8.07 отбит в тот же день и НЕ считается отдельной сменой контроля, город был отбит обратно тем же вечером; точный день исходного взятия в начале июля не найден, дата поставлена по темпу соседних Ровно/Здолбунова); 26.09.1920 — ОЦЕНКА по контексту (город в одной группе с Дубно и Кременцом как цель 13-й ПД, конкретного дня для самого Острога не найдено) | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Славута,50.2962,26.8658,foreign,1920-07-01,1920-11-16,1920-06-29:empire,волынь,yes,"Контекст: shepvisnyk.com.ua «...30 июня 1920 Шепетiвку поцупили""» упоминает линию 27.06 Шепетовка-Берездов-Корец как рубеж фронта в этом районе; отдельного источника по Славуте за отведённое время не найдено""","29.06.1920 — ОЦЕНКА ЧИСТО ПО ГЕОГРАФИИ (город между Шепетовкой 30.06 и Корецом ~29.06, отдельного документа или статьи о взятии Славуты не найдено); ОСЕНЬ 1920 — НЕ НАЙДЕНО никакого источника о смене контроля; т.к. Славута осталась в советской Украине после 1921 (в отличие от Ровно/Дубно), рабочая гипотеза — город НЕ отбивался обратно и оставался советским до конца изучаемого периода, но это ИНФЕРЕНЦИЯ, не прямой источник — САМЫЙ СЛАБЫЙ УЗЕЛ файла, не успел довскрыть | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Шепетовка,50.1809,27.0652,foreign,1920-07-01,1920-11-16,1920-06-30:empire,волынь,yes,"shepvisnyk.com.ua (скачано volyn1920_shepvisnyk_shepetivka_30iyunya1920.html): «в ночь на 30 июня 1920» части 45-й стрелковой дивизии (комдив Гаркавий, с 1.07 — Иона Якир) и отдельная кавбригада Котовского взяли Шепетовку у польской 6-й армии (18-я пехотная дивизия ген. Краевского, группа Гогенауэра — 145-й пп и 6-й уланский); «27 июня линия Шепетовка-Берездов-Корец стала рубежом фронта»","30.06.1920 подтверждено вторичной лит-рой подробно (номера дивизий и полков с обеих сторон, фамилии комдивов); ОСЕНЬ 1920 — не найдено отдельного источника о взятии Шепетовки поляками; город в списке отбитых пунктов статьи pl.wiki «Bitwa wołyńsko-podolska» НЕ значится (список охватывает Ровно, Дубно, Кременец, Острог, Луцк, Ковель, Владимир-Волынский, Сарны, Староконстантинов) — рабочая гипотеза: Шепетовка осталась советской до конца периода (город и после 1921 в УССР), прямого документа-НЕГАТИВА («не была взята») не найдено, это АРГУМЕНТ ОТ ОТСУТСТВИЯ, не прямое доказательство | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Изяслав,50.1195,26.8208,foreign,1920-07-01,1920-11-16,1920-06-29:empire;1920-09-23:foreign;1920-11-17:empire,волынь,yes,"Контекст (см. Славута) — ОЦЕНКА даты взятия в июне; uk.wikipedia «Битва під Заславом (1920)» (raw wikitext, volyn1920_uk_bitva_pid_zaslavom_wikitext.txt): «Битва під Заславом — бойові сутички, що відбулися 23 вересня 1920 року» между 1-й кавбригадой (5,6,11-й уланские) и советскими 24-й, 47-й стрелковыми + отдельной Башкирской кавбригадой, «Результат: перемога Речі Посполитої Польської»; risu.ua (религиозно-краеведческая статья, url не сохранён): «Ізяслав остаточно звільнений від ворожих військ у другій половині листопада 1920 року»","29.06.1920 — ОЦЕНКА чисто по географии, как и Славута; 23.09.1920 ПОДТВЕРЖДЕНО дословно (заголовок статьи = дата, поимённо перечислены полки и дивизии с обеих сторон, польская победа); 17.11.1920 — ОЦЕНКА (источник даёт только «вторая половина ноября», день не назван; подобран между Каменцом 16.11 и Проскуровом 18.11 по аналогии — Изяслав примерно на одной линии финального разгрома УНР) | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Староконстантинов,49.7562,27.2088,foreign,1920-07-01,1920-11-16,1920-07-08:empire;1920-09-27:foreign,волынь,yes,"Директивы Главкома: разговор Каменева с Петиным 14.06.1920 (Будённому категорически запрещено наступать на Староконстантинов — не его направление, значит город берут другие части позже); директива 3.08.1920 №4578/оп (Староконстантинов уже глубокий тыл — разгранлиния фронтов); pl.wikipedia «Bitwa wołyńsko-podolska»: «Polska 5 DP zajęła 27 września Stary Konstantynów» (Tarczyński 2014 s.1258)","08.07.1920 — ОЦЕНКА (бракетировано широко: 14.06 ещё не цель Будённого, к 3.08 уже глубокий тыл; дата подобрана по темпу взятия Проскурова/Каменца этим же направлением 14-й армии); 27.09.1920 ПОДТВЕРЖДЕНО вторичной лит-рой со сноской (Tarczyński 2014), польская 5-я пехотная дивизия | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Проскуров,49.2686,27.0636,foreign,1920-07-01,1920-11-16,1920-07-09:empire;1920-09-27:foreign;1920-11-18:empire,волынь,yes,"Директивы Главкома: план 30.04.1920 №284/сек («14 армией на фронт Проскуров-Каменец-Подольск» — ещё цель); WebSearch-агрегатор (первоисточник не вскрыт): «27 вересня 1920... армія УНР захопила Проскурів, взявши в полон 2800 червоноармійців і 4 бронепоїзди»; uk.wikipedia «Останні бої армії УНР (листопад 1920)» (raw wikitext, volyn1920_uk_ostanni_boyi_unr_lystopad1920_wikitext.txt): «після захоплення червоними [18 листопада] Проскурова»","09.07.1920 — ОЦЕНКА (бракетировано планом 30.04, дата подобрана по темпу взятия Каменца 11-12.07 тем же направлением); 27.09.1920 подтверждено вторичной лит-рой с яркой деталью (число пленных, бронепоезда), но первоисточник статьи не идентифицирован напрямую; 18.11.1920 ПОДТВЕРЖДЕНО дважды независимо (тот же день у двух агрегаторов и у статьи «Останні бої» с прямой цитатой) | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Каменец-Подольский,48.6781,26.5854,foreign,1920-07-01,1920-11-16,1920-07-11:empire;1920-09-19:foreign;1920-11-16:empire,волынь,yes,"slowopolskie.org (скачано volyn1920_slowopolskie_kamieniec_1919_1920.html): «zajmując Kamieniec Podolski 17 listopada 1919 roku, który pozostawał pod polską administracją do 12 lipca 1920 roku», «wojska polskie opuściły także Kamieniec Podolski (12 lipca)»; WebSearch-агрегатор: «11 июля 1920 большевики заняли Каменец-Подольский в третий раз за 3 года»; uk.wikipedia «Останні бої армії УНР»: «19 вересня українські війська востаннє зайняли Кам'янець»; тот же источник + WebSearch: «15 листопада — останнє засідання Директорії», «16 листопада більшовики зайняли місто» (согласуется с заданием куратора: «УНР до 16.11.1920»); Директивы Главкома, документ №723 от 28.10.1920 (Каменев): «после занятия Петлюрой Каменец-Подольска Петлюра вышел из состава польской армии» — подтверждает контекст сентябрьского взятия УНР","11-12.07.1920 — БРАКЕТИРОВАНО двумя независимыми источниками с расхождением в 1 день (польский источник — уход поляков 12.07, русский агрегатор — взятие большевиками 11.07 — одно и то же событие с двух сторон); 19.09.1920 ПОДТВЕРЖДЕНО дважды независимо («в последний раз заняли» — прямая цитата, и косвенно первичным документом Каменева от 28.10, называющим Петлюру уже хозяином города); 16.11.1920 ПОДТВЕРЖДЕНО ТРИЖДЫ независимо (uk.wikipedia «Останні бої армії УНР», отдельный агрегатор «місто було окуповано частинами Червоної армії, коли тут остаточно було встановлено Радянську владу», плюс совпадает с догадкой куратора в задании); один ЧЕТВЁРТЫЙ источник (istpravda.com.ua, увиден но не скачан) называл вместо большевиков польские войска — при перепроверке это, видимо, смешение с датой 17.11.1919 (та же формулировка почти дословно совпадает с историей взятия города Польшей годом ранее) — расхождение СНЯТО в пользу большинства (большевики, 16.11.1920) | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Новоград-Волынский,50.5918,27.6067,foreign,1920-07-01,1920-11-16,1920-06-28:empire,волынь,yes,"Директивы Главкома, директива №628 от 28.06.1920 (файл baltia1917_direktivy_glavkoma_krasnoy_armii_1969_djvu.txt, строка 39599-39606): «Части Буденного СЕГОДНЯ В 10 ЧАСОВ заняли Новоград-Волынск»; WebSearch-агрегатор (04141.com.ua, скачано volyn1920_04141_novograd_volynska_operatsia.html): «місто було взято в 14 годин 27-го червня»; та же директива Главкома №722 от 8.10.1920: «принять все меры к восстановлению положения у Олевска и Новоград-Волынского» (бои РЯДОМ с городом в октябре); IPN «Zagon na Korosteń — październik 1920» (скачано volyn1920_ipn_zagon_na_korosten_pazdziernik1920.html): рейд польской 1-й кав. дивизии НА Коростень (восточнее Новоград-Волынского) начат 8.10, атака на Коростень 10.10 в 3:30 — рейд прошёл МИМО/ЗА Новоград-Волынский, не задержавшись в нём","28.06.1920 ПОДТВЕРЖДЕНО ПЕРВИЧНЫМ документом дословно, с точностью до часа (готовая строка, взята без изменений); есть РАСХОЖДЕНИЕ на 1 день с локальным вторичным источником (27.06 14:00) — предпочтение отдано первичному документу; ОСЕНЬ 1920 — смены контроля НЕ НАЙДЕНО: город не входит в список отбитых Польшей пунктов статьи «Bitwa wołyńsko-podolska», при этом директива Главкома от 8.10 показывает бои НЕПОСРЕДСТВЕННО У города (видимо, угроза, а не падение) и польский кавалерийский рейд 8-12.10 прошёл ДАЛЬШЕ на восток к Коростеню, не задержавшись здесь; город остался советским и после 1921 — рабочий вывод: контроль НЕ МЕНЯЛСЯ, но прямого документа-НЕГАТИВА не найдено, это ИНФЕРЕНЦИЯ | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Корец,50.6195,27.1597,foreign,1920-07-01,1920-11-16,1920-06-29:empire;1920-09-18:foreign,волынь,yes,"shepvisnyk.com.ua: «27 июня линия Шепетовка-Берездов-Корец стала рубежом фронта» (город уже наш или на самой линии к этой дате); WebSearch-агрегатор: во время сентябрьского наступления «полковник Шевола-Виходский, командир 9-го легионного полка, получил приказ защищать позиции на дороге Корец-Ровно»","29.06.1920 — ОЦЕНКА (город назван рубежом фронта 27.06, точный день взятия не найден, дата подобрана рядом с Новоград-Волынским 28.06 и Шепетовкой 30.06); 18.09.1920 — ОЦЕНКА (город упомянут в контексте боёв на дороге Корец-Ровно во время наступления, приведшего к взятию Ровно 18.09 — дата взята той же, отдельного документа для самого Корца не найдено); САМЫЙ СЛАБЫЙ УЗЕЛ по обеим датам, не успел довскрыть | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Здолбунов,50.5332,26.2480,foreign,1920-07-01,1920-11-16,1920-07-04:empire;1920-09-18:foreign,волынь,yes,"Контекст соседнего Ровно (город на той же железной дороге, в 8 км); pl.wikipedia «Bitwa wołyńsko-podolska»: «18 września Korpus Jazdy płk. Rómmla zdobył Równe i Zdołbunów» (Nowak 2010 s.228) — оба города взяты одним и тем же корпусом в один день","04.07.1920 — ОЦЕНКА чисто по географии (город вплотную к Ровно, отдельного документа о взятии Здолбунова летом не найдено, дата взята как у Ровно); 18.09.1920 ПОДТВЕРЖДЕНО вторичной лит-рой со сноской дословно — прямо назван вместе с Ровно в одном источнике | даты н. ст.; сторона start - на 01.07.1920 (до окна WEST_IN_WINDOWS голос якоря решает только землю вне основы); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_volyn_2026-09-22.md"
Перемышль,49.7838,22.7678,foreign,,,,галиция,yes,"не взят: РККА в 1920 году не дошла до Сана; ближайшие взятые - Сокаль, Броды, Золочев; Львов не взят (подступы 15 вёрст), розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md",заградительный якорь: город не взят (негативный факт); без него голос дальних взятых городов красил пустые места модели
Стрый,49.2622,23.8483,foreign,,,,галиция,yes,"не взят: юг Галиции у Днестра остался за поляками, Станислав не взят; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md",заградительный якорь: город не взят (негативный факт); без него голос дальних взятых городов красил пустые места модели
Лодзь,51.7592,19.4560,foreign,,,,польша,yes,не взята: западнее Вислы РККА подходила только к Плоцку и Влоцлавеку; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md,заградительный якорь: город не взят (негативный факт); без него голос дальних взятых городов красил пустые места модели
Радом,51.4027,21.1471,foreign,,,,польша,yes,не взят: РККА к югу от Варшавы Вислу не переходила; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md,заградительный якорь: город не взят (негативный факт); без него голос дальних взятых городов красил пустые места модели
