city,lat,lon,start,changes,theatre,anchor,source,note
Каменец-Подольский,48.6833,26.5833,empire,,юг,yes,"Стратег.очерк ч.1 л.1989 («Каменец-Подольск, нами не защищаемый… 4(17) августа занят противником… продолжая движение, занял Дунаевцы»); л.9004 (17(30).08.1914 - обсуждение гарнизона «для прикрытия его от НАЛЁТОВ противника», т.е. постоянной оккупации уже нет)","НЕ смена стороны - кратковременный рейд подвижного отряда (австрийцы прошли город, не оставив гарнизон, и двинулись дальше на Дунаевцы); к 17(30).08 обсуждается защита от будущих налётов, а не освобождение - т.е. город к этому времени уже не занят противником; высокая увер., прямая цитата"
Мукачево,48.4450,22.7150,foreign,,юг,yes,"Стратег.очерк ч.3 (Мункач - направление боёв, ориентир, зима 1914/15)","тыловой якорь противника (Венгрия), не занимался"
Ужгород,48.6208,22.2879,foreign,,юг,yes,"Стратег.очерк ч.3 (Ужгород - направление боёв, ориентир)","тыловой якорь противника (Венгрия), не занимался"
Сигет,47.9333,23.8833,foreign,,юг,yes,"Стратег.очерк ч.1/ч.3 (Мармарош-Сигет - направление наступления противника из Венгрии, ориентир)","тыловой якорь противника (Венгрия), не занимался"
Проскуров,49.4167,26.9833,empire,,юг,yes,"Стратег.очерк ч.1 л.2688 (Проскуров упомянут в контексте разрушения ж.д. на случай отхода, 1914 - остаётся русским тылом)","тыловой якорь империи, не занимался; высокая увер."
Житомир,50.2547,28.6587,empire,,юг,yes,,"тыловой якорь империи (Волынская губерния), вне зоны боевых действий весь период; не найдено угроз, высокая увер."
Батум,41.6168,41.6367,empire,,кавказ,yes,Корсун 1946; Зайончковский т.1/2,"крепость и тыл, ни разу не описана как взятая; смен нет; уверенность высокая"
Артвин,41.1828,41.8183,empire,1914-11-03:foreign;1915-03-14:empire,кавказ,yes,Зайончковский т.1 стр.~289 (строка 15621); Allen&Muratoff 1953 p.295,пересчёт от 16.11.1914 и 27.03.1915 н.ст.; уверенность высокая
Ардануч,41.1197,42.0611,empire,1914-11-03:foreign;1915-01-05:empire,кавказ,yes,Зайончковский т.1 строка 15621; Allen&Muratoff 1953 p.293-294,дата возврата - оценка в окне 03-14.01.1915 н.ст.; уверенность средняя
Ардаган,41.1105,42.7022,empire,1914-12-12:foreign;1914-12-21:empire,кавказ,yes,Корсун 1946 с.33-35; Allen&Muratoff 1953 p.281,даты ст.ст.; возврат день-в-день сверен с Allen&Muratoff (3.01.1915 н.ст.); уверенность высокая
Ольты,40.5453,41.9994,empire,1914-12-10:foreign;1915-01-01:empire,кавказ,yes,Корсун 1946 с.33; Allen&Muratoff 1953 p.281,"дата потери - уход своих, не вход турок; возврат - пересчёт от 14.01.1915 н.ст.; уверенность средняя"
Сарыкамыш,40.3572,42.5514,empire,,кавказ,yes,Корсун 1946 с.34-35,рейд на пригород Верхний Сарыкамыш 13.12.1914 отбит в тот же день - не смена; уверенность высокая
Карс,40.6167,43.0964,empire,,кавказ,yes,Корсун 1946 (многократно как тыл/крепость),смен нет; уверенность высокая
Кагызман,40.1394,43.1214,empire,,кавказ,yes,Корсун 1946 с.43,тыловой пункт сосредоточения; смен нет; уверенность высокая
Игдырь,39.9167,44.0333,empire,,кавказ,yes,Зайончковский т.1 строка 15542,тыловая база Эриванского отряда; смен нет; уверенность высокая
Баязет,39.5478,44.0819,foreign,1914-10-21:empire,кавказ,yes,Allen&Muratoff 1953 p.244-245; Зайончковский т.1 строка 15595-15596,"пересчёт от 02-04.11.1914 н.ст., день - середина окна; уверенность высокая"
Диадин,39.5325,43.6539,foreign,1914-10-21:empire,кавказ,yes,Allen&Muratoff 1953 p.245; Зайончковский т.1 строка 15595-15596,"та же цитата, что Баязет; уверенность высокая"
Алашкерт (Топрак-кале),39.7756,42.6725,foreign,1914-10-22:empire;1915-07-11:foreign;1915-07-25:empire,кавказ,yes,Зайончковский т.1 строка 15596; Корсун 1946 с.43-44; Allen&Muratoff 1953 p.319,"координаты и история слиты с Каракилисой, источники их не различают; уверенность средняя"
Хасан-кала,39.9836,41.6772,foreign,1916-01-14:empire,кавказ,yes,Корсун 1946 с.51,"только «середина января» ст.ст., день - оценка; уверенность средняя"
Кёпрюкёй,39.8214,41.6975,foreign,1914-10-25:empire;1914-10-31:foreign;1916-01-04:empire,кавказ,yes,Allen&Muratoff 1953 p.245; Зайончковский т.1 строка 15608-15611; Корсун 1946 с.51,"дата потери 1914 - уход своих (пересчёт от 13.11.1914 н.ст.), вход турок отдельно не назван; уверенность средняя/высокая"
Эрзерум,39.9086,41.2769,foreign,1916-02-03:empire,кавказ,yes,Корсун 1946 с.53,ст.ст. = 16.02.1916 н.ст.; совпадает с заданием; уверенность высокая
Испир,40.4964,40.9897,foreign,1916-02-14:empire,кавказ,yes,Зайончковский т.1 строка 16659,"пересчёт от «конец февраля» н.ст., день - оценка; уверенность средняя"
Байбурт,40.2552,40.2249,foreign,1916-07-03:empire,кавказ,yes,Корсун 1946 с.66; Зайончковский т.2 строка 3760-3761,"ст.ст., день-в-день с Зайончковским (16.07.1916 н.ст.); уверенность высокая"
Гюмюшхане,40.4386,39.4844,foreign,1916-07-01:empire,кавказ,yes,Зайончковский т.2 строка 3771-3773,"«несколько ранее» взятия Калкита, день - оценка; уверенность низкая/средняя"
Эрзинджан,39.75,39.4917,foreign,1916-07-12:empire,кавказ,yes,Корсун 1946 с.68; Зайончковский т.2 строка 3768; Allen&Muratoff 1953 p.410,тройное совпадение источников день-в-день; уверенность высокая
Мамахатун,39.7742,40.3961,foreign,1916-03-02:empire;1916-05-17:foreign;1916-07-05:empire,кавказ,yes,"Зайончковский т.1 строка 16660; Корсун 1946 с.65; Зайончковский т.2 строка 3725, 3763-3764","все три даты - оценки от соседних точных дат, не отдельные цитаты; уверенность средняя"
Кигы,39.3467,40.9756,foreign,1916-07-05:empire,кавказ,yes,Зайончковский т.2 строка 3764-3765,день не назван отдельно от Мамахатуна/Эрзинджана; уверенность средняя
Хныс,39.3667,41.7011,foreign,1916-01-01:empire,кавказ,yes,Зайончковский т.1 строка 16599-16601,"пересчёт от «середина января» н.ст., день общий с Мелязгертом; уверенность средняя"
Мелязгерт (Манцикерт),39.1439,42.5378,foreign,1915-06-02:empire;1915-07-15:foreign;1916-01-01:empire,кавказ,yes,"Зайончковский т.1 строка 16561-16562, 16588, 16599-16601; Allen&Muratoff 1953 p.309-310","потеря июля 1915 сверена с Allen&Muratoff (26.07 н.ст., расхождение 2 дня); возврат зимой 1916 не отделён источником от Хныса; уверенность средняя/высокая на потерю, низкая на возврат"
Муш,38.7432,41.49,foreign,1916-02-01:empire;1916-07-24:foreign;1916-08-11:empire,кавказ,yes,Зайончковский т.1 строка 16660-16661; Allen&Muratoff 1953 p.422; Зайончковский т.2 строка 3818; Корсун 1946 с.74,"потеря и возврат подтверждены 2-3 источниками день-в-день; первое взятие - только «середина февраля»; уверенность высокая на смены 1916, средняя на первое взятие"
Битлис,38.4011,42.1078,foreign,1916-02-18:empire;1916-07-23:foreign,кавказ,yes,Зайончковский т.1 строка 16661-16662; Allen&Muratoff 1953 p.421-422; Зайончковский т.2 строка 3867,не отбит до конца периода (25.12.1917); уверенность высокая
Ван,38.4891,43.4089,foreign,1915-05-18:empire;1915-07-22:foreign;1915-07-28:empire,кавказ,yes,"Allen&Muratoff 1953 p.300, 309-310, 322","пересчёт от 31.05, 04.08 н.ст. (точные); возврат - «уже в августе» н.ст., день оценён (пересчёт от 10.08); уверенность высокая на вход/уход, средняя на возврат"
Эрджиш,39.0322,43.3661,foreign,1915-06-13:empire,кавказ,yes,Allen&Muratoff 1953 p.300-301,оценка по маршруту кавалерии Шарпантье (26.06.1915 н.ст.) мимо Эрджиша к Адильджевазу; уверенность низкая
Вастан,38.2922,43.1153,foreign,1915-07-28:empire,кавказ,yes,Allen&Muratoff 1953 p.322,"день взятия слит с Ваном; набеги турок 01 и 11.10.1915 отбиты, не смена; уверенность низкая/средняя"
Башкале,38.05,44.0333,foreign,1915-04-07:empire,кавказ,yes,Allen&Muratoff 1953 p.300,"верхняя граница (уже занят к 07.05.1915 н.ст.), точный день раньше не найден; уверенность низкая"
Хопа,41.4139,41.4297,foreign,1915-02-02:empire,кавказ,yes,Allen&Muratoff 1953 p.294-295,"пересчёт от «в феврале» 1915 н.ст., день - оценка середины месяца; уверенность средняя"
Архаве,41.3521,41.3094,foreign,1915-03-02:empire,кавказ,yes,Allen&Muratoff 1953 p.295,"пересчёт от «в марте» 1915 н.ст., день - оценка; уверенность средняя; точка 22.09.2026 перенесена в центр города по OSM (relation 1838463): прежняя 41.3667, 41.3167 стояла на береговой линии"
Ризе,41.0201,40.5234,foreign,1916-02-20:empire,кавказ,yes,Зайончковский т.1 строка 16497 (фрагмент о зиме 1916); Корсун 1946 с.58,"пересчёт от «начало марта» н.ст., день - оценка; к 25.03.1916 ст.ст. уже прочно в русских руках (Корсун); уверенность средняя"
Трапезунд,41.0027,39.7168,foreign,1916-04-05:empire,кавказ,yes,Корсун 1946 с.58,"ст.ст. = 18.04.1916 н.ст., совпадает с заданием; уверенность высокая"
Керасунд,40.9128,38.3895,foreign,,кавказ,yes,Allen&Muratoff 1953 (упоминания только как гипотетическая цель),не был взят за весь период; уверенность высокая (отрицательный факт)
Сивас,39.7477,37.0179,foreign,,кавказ,yes,Корсун 1946 (турецкая тыловая база и несостоявшаяся цель),"тыловой якорь противника, не взят; уверенность высокая"
Харпут,38.6748,39.2554,foreign,,кавказ,yes,Корсун 1946 с.63 («наступая от Харпута»),"тыловой якорь противника, не взят; уверенность высокая"
Диярбакыр,37.9144,40.2306,foreign,,кавказ,yes,Allen&Muratoff 1953 (турецкий тыловой узел),"тыловой якорь противника, не взят; уверенность высокая"
Тифлис,41.7151,44.8271,empire,,кавказ,yes,"тыл: фронт 1914-1917 до города не доходил (Корсун Н. Г. «Первая мировая война на Кавказском фронте», 1946)",тыловой якорь
Эривань,40.1792,44.4991,empire,,кавказ,yes,"тыл: фронт 1914-1917 до города не доходил (Корсун Н. Г. «Первая мировая война на Кавказском фронте», 1946)",тыловой якорь
Кутаис,42.2679,42.6946,empire,,кавказ,yes,"тыл: фронт 1914-1917 до города не доходил (Корсун Н. Г. «Первая мировая война на Кавказском фронте», 1946)",тыловой якорь
Ахалцих,41.6390,42.9826,empire,,кавказ,yes,"тыл: фронт 1914-1917 до города не доходил (Корсун Н. Г. «Первая мировая война на Кавказском фронте», 1946)",тыловой якорь
Ахалкалаки,41.4050,43.4862,empire,,кавказ,yes,"тыл: фронт 1914-1917 до города не доходил (Корсун Н. Г. «Первая мировая война на Кавказском фронте», 1946)",тыловой якорь
Александрополь,40.7894,43.8475,empire,,кавказ,yes,"тыл: фронт 1914-1917 до города не доходил (Корсун Н. Г. «Первая мировая война на Кавказском фронте», 1946)",тыловой якорь
Нахичевань,39.2089,45.4122,empire,,кавказ,yes,"тыл: фронт 1914-1917 до города не доходил (Корсун Н. Г. «Первая мировая война на Кавказском фронте», 1946)",тыловой якорь
Елисаветполь,40.6828,46.3606,empire,,кавказ,yes,"тыл: фронт 1914-1917 до города не доходил (Корсун Н. Г. «Первая мировая война на Кавказском фронте», 1946)",тыловой якорь
Вормс (Вормси),59.0045,23.2488,empire,1917-10-07:foreign,север,yes,"Косинский А. М., «Моонзундская операция Балтийского флота 1917 года» (1928), гл. 12: донесение полк. Веселаго с Вормса вечером 07 (20).10.1917 - «Остров в настоящее время в руках неприятеля»","своя батарея № 30 взорвана командой накануне вечером 06 (19).10; высадка на материковый Вердер - 08 (21).10; розыск ww1_hvosty_2026-09-22.md; высокая уверенность, прямая цитата документа"
Надворная,48.6336,24.5684,foreign,1914-09-05:empire;1915-02-01:foreign;1916-07-29:empire,юг,yes,"Стратегический очерк, ч. 3, строки 4068-4070: 31.01 (13.02) ещё на рубеже Битков - Надворная - Еросна, 1 (14).02.1915 «пр-к занял Надворную»; Зайончковский, т. 2, с. 64: «11 августа [1916] взял Станиславов и Надворная»","1914 - по аналогии с Коломыей, Кутами, Снятыном (тот же узел, отдельно не найдена) - низкая уверенность; 1915 и 1916 - высокая; возврата в марте 1915 не было; розыск ww1_hvosty_2026-09-22.md"
