reg,frm,to,kind,name,act,src,clip,comment
OCC10B_BG_SOFIA,1877-12-23,1879-06-26,оккупация,София,"Кавказская сотня вошла в Софию утром 23.12.1877, за ней Гурко («Описание…», т. VIII, ч. 1); власть передана князю Александру I, присяга в Тырнове 26.06.1879","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_STARA_ZAGORA,1878-01-02,1879-05-06,оккупация,Эски-Загра и Казанлык,"Казанлык - после Шейнова 27-28.12.1877; 1-я кавалерийская дивизия заняла Эски-Загру 01-02.01.1878 («Описание…», т. IX, ч. 1); власть передана генерал-губернатору Алеко-паше Богориди 06.05.1879","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_PAZARDZHIK,1878-01-02,1879-05-06,оккупация,Татар-Пазарджик,"турки ушли из города в ночь на 02.01.1878, «Занятие Татар-Базарджика» («Описание…», т. IX, ч. 1); власть передана генерал-губернатору Алеко-паше Богориди 06.05.1879","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_PLOVDIV,1878-01-03,1879-05-06,оккупация,Филиппополь,"эскадрон кап. Бураго вступил в Филиппополь около 9 часов вечера 03.01.1878 («Описание…», т. IX, ч. 1); власть передана генерал-губернатору Алеко-паше Богориди 06.05.1879","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_SLIVEN,1878-01-04,1879-05-06,оккупация,Сливен,отряд ген. Деллингсгаузена занял Сливен 04.01.1878 (ru.wiki по ЭСБЕ); власть передана генерал-губернатору Алеко-паше Богориди 06.05.1879,"Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_TR_EDIRNE,1878-01-08,1879-02-23,оккупация,Адрианополь,"отряд Струкова без боя занял крепость 08.01.1878 («Описание…», т. IX, ч. 1); Тотлебен оставил Адрианополь 23.02.1879 (Овсяный, т. III: телеграмма Тотлебена и доклад военного губернатора)","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_RAZGRAD,1878-01-16,1879-06-26,оккупация,Разград,"отряд ген. Прохорова вступил в Разград 16.01.1878 («Описание…», т. IX, ч. 2); власть передана князю Александру I, присяга в Тырнове 26.06.1879","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_YAMBOL,1878-01-17,1879-05-06,оккупация,Ямбол,23-й Донской казачий полк Бакланова занял Ямбол 17.01.1878 (ru.wiki); власть передана генерал-губернатору Алеко-паше Богориди 06.05.1879,"Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_TARGOVISHTE,1878-01-17,1879-06-26,оккупация,Эски-Джума и Осман-Базар,"Осман-Базар занят не позже 15.01.1878, Эски-Джума - 17.01.1878 («Описание…», т. IX, ч. 2); власть передана князю Александру I, присяга в Тырнове 26.06.1879","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_DOBRICH,1878-01-19,1879-06-26,оккупация,Базарджик и Балчик,"Базарджик оставлен турками и занят 15.01.1878, экспедиция Янова заняла Балчик 19.01.1878 («Описание…», т. IX, ч. 2); власть передана князю Александру I, присяга в Тырнове 26.06.1879","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_TR_KIRKLARELI,1878-01-19,1879-02-14,оккупация,"Кирк-Килисе, Виза, Люлебургаз","кавалерия Скобелева прошла Кирк-Килисе к Визе в середине января 1878 года, по перемирию 19.01.1878 край - за российскими войсками («Описание…», т. IX, ч. 1); округ Виза-Мидия сдан 01.02.1879, Люлебургазский - 14.02.1879 (Овсяный, т. III)","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_TR_TEKIRDAG,1878-01-21,1878-09-16,оккупация,Родосто и Чорлу,"Струков занял Чорлу 17.01.1878, донесение о занятии Родосто - к 21.01 («Описание…», т. IX, ч. 1); последние части из портов Мраморного моря отправлены 16.09.1878","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_RUSE,1878-02-07,1879-06-26,оккупация,Рущук,"по условиям перемирия занят 07.02.1878 («Описание…», т. IX, ч. 2); власть передана князю Александру I, присяга в Тырнове 26.06.1879","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_SILISTRA,1878-02-10,1879-06-26,оккупация,Силистрия,"по условиям перемирия занята 10.02.1878 («Описание…», т. IX, ч. 2); власть передана князю Александру I, присяга в Тырнове 26.06.1879","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_BURGAS,1878-03-01,1879-05-06,оккупация,Бургас,отряд полк. Лермонтова занял Бургас без боя «в феврале 1878 года» (ru.wiki по БРЭ; дня нет - с первого дня после февраля); власть передана генерал-губернатору Алеко-паше Богориди 06.05.1879,"Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
OCC10B_BG_SHUMEN_VARNA,1878-07-27,1879-06-26,оккупация,Шумла и Варна,"турецкие гарнизоны сдали Шумлу в июле 1878 года и Варну 27.07.1878 (ru.wiki, bg.wiki); власть передана князю Александру I, присяга в Тырнове 26.06.1879","Н. Р. Овсяный, «Русское управление в Болгарии в 1877-78-79 гг.», т. I-III (1906-1907); «Описание русско-турецкой войны 1877-78 гг. на Балканском полуострове» (1901-1913); А. Н. Петров, «Война России с Турцией 1806-1812 гг.», т. III; розыски MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b10b_bolgariya_1877-1879_dni_2026-09-22.md, b10b_dunay_1809-1851_dni_2026-09-22.md",,
RP_P2,1793-01-12,,территория,Второй раздел Речи Посполитой: земли по контуру OHM,"конвенция 12.01.1793, трактат в Гродно 11.07.1793; земли, которые контур OpenHistoricalMap 1773-1793 держит, а 1793-1795 - уже нет","ПСЗРИ т. 23 № 17108, № 17141; OpenHistoricalMap, relations 2692511 и 2692510",,
RP_P3,1795-10-13,,территория,Третий раздел Речи Посполитой: земли по контуру OHM,третий раздел 13.10.1795; российская часть контура OpenHistoricalMap 1793-1795 без земель будущего Царства Польского (Сувалкия - Пруссии),"ПСЗРИ; OpenHistoricalMap, relation 2692510",,
DUCHY_WARSAW,1813-01-27,1815-05-28,территория,Варшавское герцогство под российскими войсками,"войска перешли границу герцогства 01.01.1813; 27.01.1813 делегация Варшавы вручает генералу Милорадовичу ключи города; 31.01.1813 авангард Воронцова занимает Познань; 01.03.1813 указом Александра I учреждён Временный верховный совет герцогства под председательством В. Ланского. Военная оккупация = имперский контроль (куратор 18.09.2026). Кончается Заключительным актом Венского конгресса 28.05.1815: Познань и Быдгощ - Пруссии, Краков - вольный город, остальное - Царство Польское. Крепости держались дольше (Замостье до 13.11.1813, Модлин до 19.11.1813) - это точки","розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_rp1792_i_gercogstvo1813.md; контур - OpenHistoricalMap, relation 2692577 (CC0)",,
PL_KINGDOM,1815-01-01,,территория,Царство Польское,"земля Варшавского герцогства под российскими войсками с 1813 г.; Заключительный акт Венского конгресса 28.05 (09.06) 1815 г. Дата - срез 1815 г., с которого Царство уже красит контур источника: строка не сдвигает начала, а добирает края, которых контур не держит (Калиш, полосы вдоль прусской и австрийской границы)","OpenHistoricalMap, relation 2692576 (CC0); MAP-MATERIALS/BACKLOG_KARTY.md, Б6",,
AZ_TALYSH,1813-10-12,,территория,Талышское ханство,Гюлистанский мир 12.10.1813; трактат с Мир-Мустафа-ханом 1809 года,ПСЗРИ т. 32 № 25466; АКАК т. 5,,
AZ_MUGAN,1813-10-12,,территория,Сальянская и Муганская степь,Гюлистанский мир 12.10.1813,ПСЗРИ т. 32 № 25466,,
AZ_JARO,1830-01-01,,территория,Джаро-Белоканские общества,"покорены экспедицией 1830 года, образована Джаро-Белоканская область; ДЕНЬ НЕ УСТАНОВЛЕН, стоит 1 января",АКАК т. 7,,
ARM_GULISTAN,1813-10-12,,территория,Гюлистан: Зангезур и Шамшадиль,Гюлистанский мир 12.10.1813,ПСЗРИ т. 32 № 25466,,
DAGESTAN_COAST,1722-08-23,1735-03-10,территория,Дербент и приморская полоса: Персидский поход Петра I,сдача Дербента 23.08.1722; Петербургский трактат 12.09.1723 закрепил прикаспийские провинции за империей; возвращены Персии Гянджинским трактатом 10.03.1735 (вывод войск «в два месяца» - день приближён),ПСЗРИ т. VII № 4298 (Петербургский трактат 1723); ПСЗРИ т. IX № 6707 (Гянджинский трактат 1735). Разбор D3_dagestan.md,,
TEREK_LOWER,1735-01-01,,территория,Низовья Терека: Кизлярская крепость,крепость Кизляр заложена в 1735 г. при выводе войск из крепости Святого Креста по Гянджинскому трактату; день не найден - месяц условный (розыск у Буткова - беклог D3),ПСЗРИ т. IX № 6707; разбор D3_dagestan.md. ДО ПРАВКИ 03.09.2026 Кизляр краснел с контура источника 1783 г.,,
DAGESTAN_COAST,1796-05-10,1797-02-16,территория,Дербент: поход Зубова,"штурм Дербента 10.05.1796; войска отозваны Павлом I, оставили Дербент к февралю 1797 г. (день приближён)",разбор D3_dagestan.md (даты указов 18.12.1796 и 16.02.1797),,
DAGESTAN_COAST,1806-06-23,,территория,Дербент и Тарки: занятие Глазенапом,"взятие Дербента отрядом Глазенапа 23.06.1806, шамхал Тарковский в подданстве; Гюлистанский мир 12.10.1813 подтвердил де-юре","АКАК т. III (переписка Гудовича 1806, док. о взятии Дербента); ПСЗРИ т. 32 № 25466 (Гюлистан). Разбор D3_dagestan.md. ДО ПРАВКИ берег краснел с Гюлистана 1813",,
DAGESTAN,1813-10-12,,территория,Гюлистан: Дагестан,Гюлистанский мир 12.10.1813,"ПСЗРИ т. 32 № 25466; это де-юре: в горном Дагестане империя воевала ещё полвека, Шамиль сдался 25.08.1859",,
GEO_MEGRELIA,1857-10-24,,территория,Мегрелия,"«Положение об управлении Мингрелиею во время малолетства владетеля» 24.10.1857: правительница отстранена, страной правят русские окружные начальники. Трактат 02.12.1803 оставил дому Дадиани внутреннее управление","АКАК т. 12 (Барятинский); трактат - АКАК т. 2, док. 914; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_zapadnaya_gruziya_1803-1867_2026-09-22.md",,"Западная Грузия - по дню, с которого землёй правит империя, а не
владетель (22.09.2026, правило «контроль, а не акт»; прецеденты - Сечь,
Войско Донское, Калмыцкое ханство, протектораты Бухара и Хива). Акты
о подданстве 1803-1833 годов оставляли владетелям внутреннее
управление; у империи до того - крепости-точки (Редут-Кале, Поти,
Сухум-Кале, Кутаис с 1806 года)"
GEO_LECHKHUMI,1857-10-24,,территория,Лечхуми и Нижняя Сванетия,"земли дома Дадиани (владетельный князь «Мингрелии, Одиши и Лечгума», 26.01.1805; Нижней Сванетией правили моуравы Дадиани) - то же «Положение» 24.10.1857",АКАК т. 2 и т. 12; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_zapadnaya_gruziya_1803-1867_2026-09-22.md,,
GEO_SVANETI_UPPER,1858-06-30,,территория,Верхняя Сванетия,«вся Сванетия поручена управлению нашего пристава» после занятия войсками в конце июня 1858 года; ДЕНЬ ПРИБЛИЖЁН по месяцу. Грамоты 1833 года князьям Дадешкелиани отменены 30.04.1859; пристав Вольной Сванетии 1847 года в свою должность попасть не мог,"АКАК т. 12, док. 312 и 314; т. 11, строка 29021; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_zapadnaya_gruziya_1803-1867_2026-09-22.md",,
GEO_POTI,1828-07-15,,территория,Поти,"турецкая крепость Поти взята войсками Гессе: 14.07.1828 гарнизон Аслан-бека объявил о сдаче, в полночь войска заняли крепость и укрепление в устье Риона; за империей по Адрианопольскому миру 02.09.1829","АКАК т. 7 (донесение Паскевича из Ахалкалаки, «ключи кр. Поти»)",,
GEO_SAMURZAKANO,1840-01-01,,территория,Самурзакано,"генерал Головин отделил Самурзакано от Мегрелии в особое приставство; ДЕНЬ НЕ УСТАНОВЛЕН, стоит 1 января",ka.wikipedia «Абхазское княжество» (скачано); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_zapadnaya_gruziya_1803-1867_2026-09-22.md,,
GEO_ABKHAZIA,1864-07-12,,территория,Абхазия,"владетель Михаил Шервашидзе отстранён (апрель - июнь 1864), введено прямое управление: Сухумский военный отдел, начальник Шатилов с 12.07.1864. Грамота 17.02.1810 оставила дому Шервашидзе «внутреннее управление Абхазиею наследственно»; у империи до того - крепость Сухум-Кале (с июля 1810), Гагра (с 1830)","АКАК т. 12; G. Anchabadze, «Abkhazia and the Caucasian War» (скачано); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_zapadnaya_gruziya_1803-1867_2026-09-22.md",,
GEO_IMERETI,1810-02-20,,территория,Имеретия,"низложение царя Соломона II объявлено в Кутаисе 20.02.1810, жители приведены к присяге; за месяц занято 11 крепостей. Трактат 25.04.1804 оставил царю «самовластие», с 1806 года в Кутаисе батальон - точка","АКАК т. 4, док. 330; ПСЗРИ т. 31 № 24246; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_zapadnaya_gruziya_1803-1867_2026-09-22.md",,
GEO_RACHA,1810-02-20,,территория,Рача,"Рачинский уезд приведён к присяге отрядом майора Гедримовича в феврале - марте 1810 года, вместе с Имеретией","АКАК т. 4, строка 4462; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_zapadnaya_gruziya_1803-1867_2026-09-22.md",,
GEO_GURIA,1828-10-02,,территория,Гурия,"в ночь на 02.10.1828 правительница София бежала с малолетним владетелем в турецкий Кобулети, введено временное военное правление; присоединение - доклад Паскевича 26.12.1829. Присяга 1810 года оставила дому Гуриели внутреннее правление","АКАК т. 7; en.wikipedia «David Gurieli» (Потто, т. III ч. 2); розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_zapadnaya_gruziya_1803-1867_2026-09-22.md",,
KZ_MIDDLE,1822-06-22,,территория,Средний жуз,Устав о сибирских киргизах 22.06.1822 (присяга Абулмамбета 1740),ПСЗРИ т. 38 № 29127,,
ARM_TURKMANCHAY,1828-02-10,,территория,Туркманчай: Эриванское ханство и Сурмалу,Туркманчайский мир 10.02.1828; Армянская область 21.03.1828,ПСЗРИ (2-е собр.) т. 3 № 1794,,
AZ_NAKHCHIVAN,1828-02-10,,территория,Туркманчай: Нахичеванское ханство,Туркманчайский мир 10.02.1828,ПСЗРИ (2-е собр.) т. 3 № 1794,,
DON_HOST,1775-02-14,,территория,Земля Войска Донского,войсковое правление заменено государственным Войсковым гражданским правительством под Потёмкиным; Черкасск и «все жилища вѣрнаго Нашего войска Донского» включены в Азовскую губернию,"ПСЗРИ, собр. 1-е, т. XX (указы 14.02.1775); Сухоруков В. Д., «Статистическое описание земли донских казаков» (граница по линии 1786 г.)",,"Ахалцихский пашалык краснеет со взятия, а не с мира (22.09.2026): военная
оккупация = имперский контроль = красное (куратор 18.09.2026). До взятия
он османский - см. вычитание GEO_SAMTSKHE в SUBS
парные добавления к вычитаниям DON_HOST и KALMYK_KHANATE - правило
«вычел - верни»: контур источника до 1783 года низ Дона не красит, и
без строки Черкасск остался бы чёрным и после 1775 года (проверка 22.09)"
KALMYK_KHANATE,1771-01-26,,территория,Калмыцкие улусы под Астраханью,"после исхода улусов левобережья 05.01.1771 калмыцкие дела переведены в Астрахань («Экспедиция калмыцких дел»), в улусы посланы приставы; 19.10.1771 звания ханов и наместников упразднены, улусовладельцы подчинены астраханскому губернатору","розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b_kalmyki_1700-1771_2026-09-22.md (Пальмов, Кичиков, Ходарковский)",,
YAIK_TOWNS,1772-06-07,,территория,Яицкий городок и Гурьев,"утром 07.06.1772 генерал Фрейман с главными силами встал между мостом через Чаган и Яицким городком (рапорт Фреймана 19.06.1772, Дубровин, «Пугачёв и его сообщники», т. 1, с. 100); войсковая канцелярия упразднена, «казачій кругъ уничтоженъ... навсегда», поставлены комендант (полковник Симонов) и постоянный гарнизон. Военная оккупация = имперский контроль (куратор 18.09.2026), дальше госуправление. Площадь - города Уральск и Атырау (Гурьев); полосу войсковых земель по Яику источник не очерчивает","Дубровин Н. Ф., «Пугачёв и его сообщники», т. 1 (1884), с. 100-104",,
GEO_SAMTSKHE,1828-08-16,,территория,Ахалцихский пашалык: взятие и Адрианополь,"в августе 1828 года Паскевич «после нескольких дней осады, овладел крепостью посредством штурма» (ЭСБЕ, «Ахалцых»); Ахалкалаки «снова была отнята у них в 1828 г. войсками гр. Паскевича и в 1829 окончательно присоединена к России» (ЭСБЕ, «Ахалкалаки»). До мира это военная оккупация; Адрианопольский мир 02.09.1829 оставил пашалык империи. День взятия 16.08.1828 - по литературе, донесение Паскевича (АКАК, т. VII) не сверено","ЭСБЕ, «Ахалцых» и «Ахалкалаки»; ПСЗРИ (2-е собр.) т. 4 № 3128",,
ANAPA,1829-09-02,,территория,Адрианополь: Анапа и Суджук-кале,Адрианопольский мир 02.09.1829,ПСЗРИ (2-е собр.) т. 4 № 3128; крепости отрезаны рамкой по побережью,,
KZ_SENIOR,1854-06-01,,территория,Старший жуз и Заилийский край,"принятие в подданство 1846-1848, укрепление Верное 1854 (месяц условный)",Материалы по истории Казахской ССР; дела Оренбургской пограничной комиссии,,
CIRCASSIA,1864-05-21,,территория,Черкесия,"окончание Кавказской войны, парад в Кбаадэ 21.05.1864","АКАК т. 12; Берже А.П. Выселение горцев с Кавказа - империя очистила край депортацией черкесов, договора об уступке не было",,
TASHKENT,1865-06-17,,территория,Ташкент и Туркестанская область,штурм Ташкента 15-17.06.1865; Туркестанское генерал-губернаторство 11.07.1867,Терентьев М.А. История завоевания Средней Азии т. 1; ПСЗРИ (2-е собр.) т. 42 № 44831,,
ZERAVSHAN,1868-05-02,,территория,Зеравшанский округ (Самарканд),взятие Самарканда 02.05.1868; договор с Бухарой 23.06.1868,Терентьев М.А. т. 1; текст мирного договора 1868,,
BUKHARA,1868-05-02,,протекторат,Бухарский эмират,"договор с Бухарой 23.06.1868, вассальная зависимость","текст договора 1868; Терентьев М.А. т. 2 - протекторат, не прямое управление",,
KHIVA,1873-08-12,,протекторат,Хивинское ханство,Гендемианский мирный договор 12.08.1873,"текст Гендемианского договора; правобережье Амударьи отошло империи прямо, остальное - протекторат",,
SAKHALIN,1875-04-25,1905-09-05,территория,Сахалин,Петербургский договор 25.04.1875 (обмен Курил на Сахалин),текст Санкт-Петербургского договора 1875; Портсмутский мир 05.09.1905 вернул Японии юг острова,,
FERGHANA,1876-02-19,,территория,Ферганская область (Коканд),упразднение Кокандского ханства 19.02.1876,ПСЗРИ (2-е собр.) т. 51 № 55613,,
KARS,1878-07-01,,территория,Карсская и Батумская области,Берлинский трактат 01.07.1878,"ПСЗРИ (2-е собр.) т. 53 № 58785; ст. 58 - по тексту Викитеки; провинции Карс и Ардахан и районы OSM по линии ст. 58 (22.09.2026), площадь сходится с ЭСБЕ («Карсская область», «Ольты») до 1 %",,
GEO_AJARIA,1878-08-25,,территория,Батумская область (Аджария),"Батум сдан Дервиш-пашой и занят войсками Святополк-Мирского 25.08.1878 - спустя восемь недель после Берлинского трактата 01.07.1878 (правило «контроль, а не акт», 22.09.2026)","ПСЗРИ (2-е собр.) т. 53 № 58785; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_anatoliya_okkupacii_2026-09-22.md, b5_anatoliya_vyvody_2026-09-22.md",,
PERSIA_TABRIZ,1909-04-17,1915-01-01,оккупация,Персия: Тебриз,русский отряд вошёл в Тебриз 17(30).04.1909 (Browne); турки вошли в оставленный город 01.01.1915,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,"--- Восточная Анатолия: оккупации (22.09.2026, куратор 18.09: военная
оккупация = контроль). Окна - от взятия до вывода; площадь - округа
российского управления по документу. Вывод 1830 года шёл пакетом весной
- летом: 22.01.1830 войска ещё стоят, к рапорту Панкратьева июня - июля
1830 года ушли; день есть только у Карса (26.06.1830 н. ст. по турецкой
литературе) - он и стоит у всех округов 1828-1830 годов
--- Персия 1909-1918 (22.09.2026, куратор: районы городов с гарнизонами, не
провинции). Слои ПМВ и зон берут эти окна через occupation_geom"
PERSIA_TABRIZ,1915-01-17,1918-03-01,оккупация,Персия: Тебриз,"отбит без боя 17.01.1915 (Корсун, Масловский, Allen-Muratoff); эвакуация дек. 1917 - март 1918",розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_URMIA,1911-01-01,1914-12-31,оккупация,Персия: Урмия,"гарнизон с арсеналом не позже 1910 года (Allen-Muratoff, Wigram; дня нет - стоит 01.01.1911); оставлена в последние дни декабря 1914 (Coan)",розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_URMIA,1915-06-01,1918-03-01,оккупация,Персия: Урмия,к июню 1915 снова в диспозиции отряда Чернозубова (Корсун 1940),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_KHOY,1911-01-01,1918-03-01,оккупация,Персия: Хой,гарнизон не позже 1910 года; 29-30.12.1914 оставлен и в тот же день занят снова (Масловский),розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_SALMAS,1911-01-01,1914-12-31,оккупация,Персия: Дильман (Салмас),гарнизон не позже 1910 года; ушёл к Джульфе вместе с войсками из Урмии в декабре 1914,розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
PERSIA_SALMAS,1915-02-16,1918-03-01,оккупация,Персия: Дильман (Салмас),"отбит 16.02.1915 (Масловский, Allen-Muratoff)",розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b5_persiya_garnizony_1909-1918.csv и b5_persiya_dni_2026-09-22.md,,
